-1.935,2.317,1.0
-0.864,1.679,1.0
0.233,1.094,1.0
1.297,0.395,1.0
2.289,-0.334,1.0
-5.224,-1.785,1.0
-4.641,-2.013,1.0
-3.457,-2.46,1.0
-2.315,-2.984,1.0
-1.17,-3.465,1.0
-0.007,-3.966,1.0
